Full Name,department,12th Mark,10th Mark,Current CGPA,Backlogs,Company Placed,Skills Known,Projects Done,Certifications/Internships
hariharan,ece,76,79,7.2,0,Wipro Technologies, JavaScript,"Automotive Diagnostics Software, Embedded System for Vehicles",Hexaware Technologies Internship
harish,eee,80.9,87,7.2,0,KPIT Technologies, SQL,"Content Management System, Mobile Task Management App",Mindfire Solutions Internship
ranjith,cse,76.8,81.7,6.8,0,Tech Mahindra, PHP,"Bug Tracking System, Database Optimization Tool","Cognizant Internship,  Data Science Certification"
Sam,it,91,87.6,7.5,3,KPIT Technologies, JavaScript,"Sales Forecasting System, Cloud Migration Project",Techjini Internship
samuel,cse,77,79.4,7.1,0,Wipro Technologies, Java,"Website Redesign, UI/UX Redesign for Web App","Mphasis Internship,  CompTIA Cloud+"
Edwin,it,92.5,84.5,6.5,0,Cognizant, Ruby,"Inventory Management System, Database Optimization Tool","Quinnox Internship,  PHP Certification"
adhi,ece,97.2,90.3,7.8,0,Tech Mahindra, JavaScript,"E-commerce Website Development, Student Database Management",Birlasoft Internship
lakshmi,eee,94.5,80.2,6.9,0,KPIT Technologies, SQL,"Inventory Management System, Network Security Tool",KPIT Technologies Internship
asvitha,cse,75.2,86.3,7.4,0,Tech Mahindra,bootstrap,"Food Delivery App, Travel Experience App",Sonata Software Internship
semel,cse,80.3,79,6.7,1,Wipro Technologies,C,"Sales Forecasting System, Cloud Migration Project",Syntel Internship
yogi,it,80.4,80.2,7.3,0,Tech Mahindra, Python,"Online Voting System, DevOps Implementation",Coforge Internship
babu chandra,ece,93.5,75.2,6.3,0,Hexaware Technologies, SQL,"Sentiment Analysis Model, E-commerce Platform",CSS Corp Internship
sekar chandran,eee,82.5,88,7.1,0,Infosys, JavaScript,"Bug Tracking System, UI Redesign for an App",L&T Infotech Internship
renu,it,80.2,85.2,6.8,0,Wipro Technologies, PHP,"CRM Software, Inventory Management System","Infosys Internship,  Java Certification"
niru,it,75.2,82,7.6,0,Infosys, Java,"Cloud Migration Project, Data Analysis Tool","Wipro Internship,  CompTIA Security+"
sakthi,ece,88,87.4,6.5,0,Hexaware Technologies, Python,"E-commerce Platform, Mobile Task Management App",Tech Mahindra Internship
abirami,it,85.2,80.5,7.2,0,Cognizant, JavaScript,"Inventory Management System, UI/UX Redesign",HCL Technologies Internship
mufa,cse,82,78.2,6.2,0,KPIT Technologies, SQL,"Customer Data Analysis, Database Optimization Tool",L&T Infotech Internship
gopika,cse,87.4,83.2,7,0,Wipro Technologies, Python,"Location-Based Services App, UI Redesign for Mobile App","Mphasis Internship, Machine Learning Certification"
gopi,eee,80.5,84.5,6.6,2,Cognizant,Html,"Software Testing Framework, Cloud Migration Project",Mindtree Internship
barath,cse,78.2,80.5,7.5,0,KPIT Technologies, JavaScript,"E-commerce Website Development, Data Analysis Tool",Persistent Systems Internship
raj,it,83.2,7.4,6.3,0,Tech Mahindra, Java,"Finance Management App, UI Redesign for Web App",L&T Technology Services Internship
Pooja Gupta,cse,84.5,80.1,6.7,0,Infosys, JavaScript,"Automotive Diagnostics Software, Embedded System for Vehicles",Hexaware Technologies Internship
Ankit Verma,it,80.5,7.6,4,0,Wipro Technologies, SQL,"Content Management System, Mobile Task Management App",Mindfire Solutions Internship
Sneha Singh,ece,7.4,89.9,7.4,0,Cognizant,bootstrap,"Bug Tracking System, Database Optimization Tool","Cognizant Internship,  Data Science Certification"
Rohit Saini,eee,80.1,77.5,6.7,2,Wipro Technologies, JavaScript,"Sales Forecasting System, Cloud Migration Project",Techjini Internship
Simran Yadav,cse,7.6,81,7.3,0,KPIT Technologies, Java,"Website Redesign, UI/UX Redesign for Web App","Mphasis Internship,  CompTIA Cloud+"
Abhishek Gupta,it,89.9,77.2,6.3,0,Tech Mahindra, Ruby,"Inventory Management System, Database Optimization Tool","Quinnox Internship,  PHP Certification"
Priyanka Kapoor,ece,77.5,92.3,7.1,0,KPIT Technologies, JavaScript,"E-commerce Website Development, Student Database Management",Birlasoft Internship
Jatin Verma,cse,81,73.5,6.8,0,Wipro Technologies, SQL,"Inventory Management System, Network Security Tool",KPIT Technologies Internship
Kavita Sharma,it,77.2,81.5,7.6,0,Cognizant, JavaScript,"Food Delivery App, Travel Experience App",Sonata Software Internship
Alok Yadav,ece,92.3,97.4,6.5,1,Tech Mahindra, Java,"Sales Forecasting System, Cloud Migration Project",Syntel Internship
Meenakshi Singh,eee,73.5,82,7.2,0,KPIT Technologies,C,"Online Voting System, DevOps Implementation",Coforge Internship
Rishabh Kapoor,cse,81.5,75,6.2,0,Tech Mahindra, SQL,"Sentiment Analysis Model, E-commerce Platform",CSS Corp Internship
Aparna Verma,it,97.4,80.1,7,0,Wipro Technologies, JavaScript,"Bug Tracking System, UI Redesign for an App",L&T Infotech Internship
Arjun Saini,ece,82,78.5,6.6,0,Tech Mahindra, PHP,"CRM Software, Inventory Management System","Infosys Internship,  Java Certification"
Ritu Singh,eee,75,81.5,9.1,0,Cognizant, Java,"Cloud Migration Project, Data Analysis Tool",
Sameer Gupta,cse,80.1,76,8,0,Tech Mahindra, Python,"E-commerce Platform, Mobile Task Management App","Wipro Internship,  CompTIA Security+"
Nisha Yadav,it,78.5,80.9,7,0,Wipro Technologies, JavaScript,"Inventory Management System, UI/UX Redesign",Tech Mahindra Internship
Deepak Verma,ece,81.5,76.8,8,0,css corp, SQL,"Customer Data Analysis, Database Optimization Tool",HCL Technologies Internship
Kirti Kapoor,eee,76,91,9.4,0,Cognizant, Python,"Location-Based Services App, UI Redesign for Mobile App",L&T Infotech Internship
Ram,cse,80.9,77,7.5,0,Wipro Technologies, Ruby,"Software Testing Framework, Cloud Migration Project","Mphasis Internship, Machine Learning Certification"
Shahul,it,76.8,92.5,7.2,0,KPIT Technologies, JavaScript,"E-commerce Website Development, Data Analysis Tool",Mindtree Internship
Charan,ece,91,97.2,6.8,0,Tech Mahindra, Java,"Finance Management App, UI Redesign for Web App",Persistent Systems Internship
yamini,eee,77,94.5,7.5,0,KPIT Technologies,bootstrap,"Automotive Diagnostics Software, Embedded System for Vehicles",L&T Technology Services Internship
suresh,cse,86.3,80.2,7.1,0,Wipro Technologies,Html,"Content Management System, Mobile Task Management App",Hexaware Technologies Internship
ltiman,it,79,86.3,6.5,0,Cognizant, PHP,"Bug Tracking System, Database Optimization Tool",Mindfire Solutions Internship
manu,ece,87,79,7.8,0,Tech Mahindra, JavaScript,"Content Management System, Mobile Task Management App","Cognizant Internship,  Data Science Certification"
saanu,eee,81.7,87,6.9,1,KPIT Technologies, Java,"Bug Tracking System, Database Optimization Tool",Techjini Internship
sharan,cse,87.6,81.7,7.4,0,Tech Mahindra, Ruby,"Sales Forecasting System, Cloud Migration Project","Mphasis Internship,  CompTIA Cloud+"
abi,it,79.4,87.6,6.7,0,Wipro Technologies, JavaScript,"Website Redesign, UI/UX Redesign for Web App","Quinnox Internship,  PHP Certification"
keerthi,ece,84.5,79.4,7.3,0,Tech Mahindra, SQL,"Inventory Management System, Database Optimization Tool",Birlasoft Internship
jothi,eee,90.3,84.5,6.3,0,Hexaware Technologies, JavaScript,"E-commerce Website Development, Student Database Management",KPIT Technologies Internship
mayuri,cse,85.6,90.3,7.1,0,Infosys,C,"Inventory Management System, Network Security Tool",Sonata Software Internship
mohini,it,82.7,85.6,6.8,0,Wipro Technologies, Python,"Food Delivery App, Travel Experience App",Syntel Internship
karthik,ece,88,82.7,7.6,0,Infosys, SQL,"E-commerce Website Development, Student Database Management",Coforge Internship
yuvaraj,eee,86.5,88,6.5,0,Hexaware Technologies, JavaScript,"Inventory Management System, Network Security Tool",CSS Corp Internship
yuva,cse,80.5,86.5,7.2,0,Cognizant, PHP,"Food Delivery App, Travel Experience App",L&T Infotech Internship
ranjitha,cse,89.2,80.5,6.2,0,Hexaware Technologies, Java,"Sales Forecasting System, Cloud Migration Project","Infosys Internship,  Java Certification"
rani,it,81.8,89.2,7,0,Birlasoft,C,"Online Voting System, DevOps Implementation","Infosys Internship,  Java Certification"
hema,ece,87.3,81.8,6.6,0,css corp, JavaScript,"Sentiment Analysis Model, E-commerce Platform",
hemaraj,eee,84.2,87.3,7.5,0,css corp, SQL,"Bug Tracking System, UI Redesign for an App","Wipro Internship,  CompTIA Security+"
parvathi,ece,87.7,84.2,6.3,0,L&T Infotech, Python,"CRM Software, Inventory Management System",Tech Mahindra Internship
aarthi,eee,79.5,87.7,6.7,0,KPIT Technologies, Ruby,"Cloud Migration Project, Data Analysis Tool",HCL Technologies Internship
aarthka,cse,86.2,79.5,4,0,Wipro Technologies, JavaScript,"E-commerce Platform, Mobile Task Management App",L&T Infotech Internship
Abhishek Gupta,it,81.3,86.2,7.4,0,Cognizant,bootstrap,"Inventory Management System, UI/UX Redesign","Mphasis Internship, Machine Learning Certification"
Priyanka Kapoor,cse,85.6,81.3,6.7,0,KPIT Technologies, JavaScript,"Customer Data Analysis, Database Optimization Tool",Mindtree Internship
Jatin Verma,it,82.7,85.6,7.3,0,Tech Mahindra, SQL,"Location-Based Services App, UI Redesign for Mobile App",Persistent Systems Internship
Kavita Sharma,ece,75.2,85.6,6.3,0,Infosys, PHP,"Software Testing Framework, Cloud Migration Project",L&T Technology Services Internship
Alok Yadav,eee,80.3,82.7,7.1,0,Wipro Technologies, JavaScript,"E-commerce Website Development, Data Analysis Tool",Hexaware Technologies Internship
Meenakshi Singh,cse,80.4,88,6.8,0,Cognizant, Java,"Finance Management App, UI Redesign for Web App",Mindfire Solutions Internship
Rishabh Kapoor,it,93.5,86.5,7.6,0,Wipro Technologies, Ruby,"Automotive Diagnostics Software, Embedded System for Vehicles","Cognizant Internship,  Data Science Certification"
Aparna Verma,cse,82.5,80.5,7.4,0,KPIT Technologies,C,"Content Management System, Mobile Task Management App",Techjini Internship
Arjun Saini,it,80.2,89.2,6.7,0,Tech Mahindra, SQL,"Bug Tracking System, Database Optimization Tool","Mphasis Internship,  CompTIA Cloud+"
Ritu Singh,ece,75.2,81.8,7.3,0,KPIT Technologies,bootstrap,"Sales Forecasting System, Cloud Migration Project","Quinnox Internship,  PHP Certification"
Sameer Gupta,ece,88,87.3,6.3,0,Wipro Technologies, Java,"Website Redesign, UI/UX Redesign for Web App",Birlasoft Internship
Nisha Yadav,eee,85.2,84.2,7.1,0,Cognizant, Python,"Inventory Management System, Database Optimization Tool",KPIT Technologies Internship
Deepak Verma,it,82,87.7,6.8,0,Tech Mahindra, SQL,"E-commerce Website Development, Student Database Management",Sonata Software Internship
Kirti Kapoor,it,87.4,79.5,7.6,0,KPIT Technologies, JavaScript,"Inventory Management System, Network Security Tool",Syntel Internship
Ram,ece,80.5,86.2,6.5,0,Tech Mahindra, PHP,"Food Delivery App, Travel Experience App",Coforge Internship
Shahul,it,78.2,81.3,7.2,0,Wipro Technologies, Java,"Sales Forecasting System, Cloud Migration Project",CSS Corp Internship
Charan,cse,83.2,88.5,6.7,0,Tech Mahindra, Python,"Online Voting System, DevOps Implementation",L&T Infotech Internship
yamini,cse,84.5,80.2,7.3,0,Cognizant, JavaScript,"Sentiment Analysis Model, E-commerce Platform","Infosys Internship,  Java Certification"
suresh,eee,80.5,86.3,6.3,3,Tech Mahindra, SQL,"Bug Tracking System, UI Redesign for an App","Wipro Internship,  CompTIA Security+"
ltiman,cse,7.4,79,7.1,0,Wipro Technologies, Python,"CRM Software, Inventory Management System","Infosys Internship,  Java Certification"
manu,it,80.1,87,6.8,0,css corp, Ruby,"Cloud Migration Project, Data Analysis Tool",
saanu,cse,7.6,81.7,7.6,0,Cognizant, JavaScript,"E-commerce Platform, Mobile Task Management App","Wipro Internship,  CompTIA Security+"
sharan,it,89.9,87.6,6.5,0,Wipro Technologies, Java,"Inventory Management System, UI/UX Redesign",Tech Mahindra Internship
abi,ece,77.5,79.4,7.2,0,Cognizant, JavaScript,"Customer Data Analysis, Database Optimization Tool",HCL Technologies Internship
keerthi,eee,81,84.5,6.2,1,KPIT Technologies, SQL,"Location-Based Services App, UI Redesign for Mobile App",L&T Infotech Internship
jothi,cse,77.2,90.3,7,0,Tech Mahindra,C,"Software Testing Framework, Cloud Migration Project","Mphasis Internship, Machine Learning Certification"
mayuri,it,92.3,80.2,6.6,0,Infosys, JavaScript,"E-commerce Website Development, Data Analysis Tool",Mindtree Internship
mohini,ece,73.5,86.3,7.5,0,Wipro Technologies, Java,"Finance Management App, UI Redesign for Web App",Persistent Systems Internship
karthik,cse,81.5,79,6.3,0,Cognizant, JavaScript,"Automotive Diagnostics Software, Embedded System for Vehicles",L&T Technology Services Internship
yuvaraj,it,97.4,80.2,6.7,0,Wipro Technologies, Java,"Content Management System, Mobile Task Management App",Hexaware Technologies Internship
yuva,ece,82,75.2,4,0,KPIT Technologies,bootstrap,"Bug Tracking System, Database Optimization Tool",Hexaware Technologies Internship
ranjitha,eee,75,88,7.4,0,Tech Mahindra, SQL,"Sales Forecasting System, Cloud Migration Project",Mindfire Solutions Internship
rani,cse,80.1,85.2,6.8,0,KPIT Technologies, PHP,"Website Redesign, UI/UX Redesign for Web App","Cognizant Internship,  Data Science Certification"
hema,it,78.5,82,7.5,0,Wipro Technologies, JavaScript,"Inventory Management System, Database Optimization Tool",Techjini Internship
hemaraj,ece,81.5,87.4,7.1,2,Cognizant, Java,"E-commerce Website Development, Student Database Management","Mphasis Internship,  CompTIA Cloud+"
parvathi,eee,76,80.5,6.5,0,Tech Mahindra, Ruby,"Inventory Management System, Network Security Tool","Quinnox Internship,  PHP Certification"
aarthi,cse,80.9,78.2,7.8,0,KPIT Technologies, JavaScript,"Food Delivery App, Travel Experience App",Birlasoft Internship
aarthka,it,76.8,83.2,6.9,0,Tech Mahindra, SQL,"Sales Forecasting System, Cloud Migration Project",KPIT Technologies Internship
maalavi,ece,91,84.5,7.4,0,Wipro Technologies, JavaScript,"Online Voting System, DevOps Implementation",Sonata Software Internship
Rahul Sharma,eee,77,80.5,6.7,0,Tech Mahindra, Java,"Sentiment Analysis Model, E-commerce Platform",Syntel Internship
Priya Patel,cse,92.5,7.4,7.3,2,Cognizant, Python,"Bug Tracking System, UI Redesign for an App",Coforge Internship
Karan Mehta,it,97.2,80.1,6.3,0,Tech Mahindra, SQL,"CRM Software, Inventory Management System",CSS Corp Internship
Pooja Gupta,ece,94.5,7.6,7.1,0,Wipro Technologies, JavaScript,"Cloud Migration Project, Data Analysis Tool",L&T Infotech Internship
Ankit Verma,eee,75.2,89.9,6.8,0,css corp, PHP,"E-commerce Platform, Mobile Task Management App","Infosys Internship,  Java Certification"
Sneha Singh,cse,80.3,77.5,7.6,0,Cognizant, Java,"Inventory Management System, UI/UX Redesign","Wipro Internship,  CompTIA Security+"
Rohit Saini,it,80.4,81,6.5,0,Infosys, Python,"Customer Data Analysis, Database Optimization Tool",Tech Mahindra Internship
Simran Yadav,ece,93.5,77.2,7.2,1,Birlasoft, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",HCL Technologies Internship
Abhishek Gupta,eee,82.5,92.3,6.2,0,css corp, SQL,"Software Testing Framework, Cloud Migration Project",L&T Infotech Internship
Priyanka Kapoor,cse,80.2,73.5,7,0,KPIT Technologies,bootstrap,"E-commerce Website Development, Data Analysis Tool","Mphasis Internship, Machine Learning Certification"
Jatin Verma,it,75.2,81.5,6.6,0,Wipro Technologies, Ruby,"Finance Management App, UI Redesign for Web App",Mindtree Internship
Kavita Sharma,ece,88,97.4,7.5,0,Cognizant,C,"Automotive Diagnostics Software, Embedded System for Vehicles",Persistent Systems Internship
